Name,City,State
"LR Institute of Engineering and Technology, Solan",Solan,Himachal Pradesh
"Universal Institute of Technology, Hisar",Sorkhi,Haryana
"Lord Krishna College of Engineering, Ghaziabad",Ghaziabad,Uttar Pradesh
"Sri Krishna School of Engineering and Management, Bangalore",Bangalore,Karnataka
"Vidyabharti Trust Institute of Technology and Research Centre, Surat",Mota,Gujarat
"Veer Kunwar Institute of Technology, Bijnor",Alampur Dhapi,Uttar Pradesh
"Varuvan Vadivelan Institute of Technology, Dharmapuri",Nallanahalli,Tamil Nadu
"Vaagdevi Institute of Technology and Science, Kadapa",Kadapa,Andhra Pradesh
"VS Lakshmi Engineering College for Women, Kakinada",Matlapalem,Andhra Pradesh
"Star Academy of Technology and Management, Indore",Bhawrasla,Madhya Pradesh
"St Mother Theresa Engineering College, Thoothukudi",Putupatti,Tamil Nadu
"St Mark Educational Institution Society Group of Institution, Anantapur",Anantapur,Andhra Pradesh
"Vivekanandha Institute of Engineering and Technology for Women, Tiruchengode",Elaiyampalayam,Tamil Nadu
"Vivekananda Institute of Technology East, Jaipur",Seesyawas,Rajasthan
"Vivekanand Institute of Technology and Science, Ghaziabad",Lakhan,Uttar Pradesh
"Sree Vaanmayi Institute of Engineering and Technology, Nalgonda",Bibinagar,Telangana
"Shri Pillappa College of Engineering, Bangalore",Mavallipura,Karnataka
"HKE Society's SLN College of Engineering, Raichur",Sagamkunta,Karnataka
"Sir Issac Newton College of Engineering and Technology, Nagapattinam",Nagapattinam,Tamil Nadu
"Shri Ram Institute of Science and Technology, Jabalpur",Jabalpur,Madhya Pradesh
"PBR Visvodaya Engineering College, Nellore",Kavali,Andhra Pradesh
"Yogananda Institute of Technology and Science, Tirupati",Tirupati,Andhra Pradesh
"NDRK Institute of Technology, Hassan",Hassan,Karnataka
"Pulla Reddy Institute of Technology, Warangal",Hanamkonda,Telangana
"Priyadarshini Institute of Technology and Science for Women, Tenali",Duggirala,Andhra Pradesh
"Priyadarshini Indira Gandhi College of Engineering, Nagpur",Nagpur,Maharashtra
"Prince Dr K Vasudevan College of Engineering and Technology, Chennai",Chennai,Tamil Nadu
"Ponnaiyah Ramajayam College of Engineering and Technology, Thanjavur",Vallam,Tamil Nadu
"PR Engineering College, Thanjavur",Thanjavur,Tamil Nadu
"RISE Krishna Sai Gandhi Group of Institutions, Ongole",Valluru,Andhra Pradesh
"Koustuv School of Engineering, Patia",Bhubaneshwar,Odisha
"Koustuv Institute of Self Domain, Patia",Bhubaneshwar,Odisha
"KIT and KIM Technical Campus, Karaikudi",Karaikudi,Tamil Nadu
"Kirodimal Institute of Technology, Raigarh",Raigarh,Chhattisgarh
"MP School of Engineering, Varanasi",Bhagatua,Uttar Pradesh
"Mona College of Engineering and Technology, Nalgonda",Golla Guda Rural,Telangana
"Savera Educational Trust Group of Institutions, Gurgaon",Farukh Nagar,Haryana
"Sarojini Institute of Technology, Krishna",Telaprolu,Andhra Pradesh
"JIET School of Engineering and Technology for Girls, Jodhpur",Mogra,Rajasthan
"Karmayogi Engineering College, Solapur",Khed Bhalawani,Maharashtra
"Kanchi Pallavan Engineering College, Kancheepuram",Kolivakkam,Tamil Nadu
"Ranippettai Engineering College, Vellore",Vellore,Tamil Nadu
"Ram-Eesh Institute of Engineering and Technology, Greater Noida",Greater Noida,Uttar Pradesh
"Madina Engineering College, Cuddapah",Rudrabharathipeta,Andhra Pradesh
"Ludhiana Group of Colleges, Ludhiana",Ludhiana,Punjab
"Lucknow Model Institute of Technology and Management, Lucknow",Lucknow,Uttar Pradesh
"Leelavati Awhad Institute of Technology and Management Studies and Research, Thane",Badlapur,Maharashtra
"Laljibhai Chaturbhai Institute of Technology, Mehsana",Bhandu,Gujarat
"Shri JM Sabva Institute of Engineering and Technology, Botad",Samadhiyala No.1,Gujarat
"Shree Sathyam College of Engineering and Technology, Salem",Salem,Tamil Nadu
"Merchant Engineering College, Basna",Mehsana,Gujarat
"Manoharbhai Patel Institute of Engineering and Technology, Gondia",Gondia,Maharashtra
"Sardar Raja College of Engineering, Tirunelveli",Tirunelveli,Tamil Nadu
"Sarada Institute of Science, Technology and Management, Srikakulam",Pinatadivada,Andhra Pradesh
"Mahatma Gandhi Institute of Engineering and Management, Indore",Indore,Madhya Pradesh
"Mahatma Gandhi Engineering College, Jaipur",Jaipur,Rajasthan
"Maharishi Ved Vyas Engineering College, Yamuna Nagar",Jagadhri,Haryana
"Mallabhum Institute of Technology, Bankura",Here Parbbat,West Bengal
"Majhighariani Institute of Technology Science, Rayagada",Bhujabala,Odisha
"GH Raisoni Institute of Engineering and Technology for Women, Nagpur",Nagpur,Maharashtra
"Eshan College of Engineering, Mathura",Mathura,Uttar Pradesh
"Einstein College of Engineering, Tirunelveli",Sidaparppanallur,Tamil Nadu
"E-Max School of Engineering and Applied Research, Ambala",Ambala,Haryana
"Dr Navalar Nedunchezhiyan College of Engineering, Tholudur",Thozhuthur,Tamil Nadu
"JP College of Engineering, Tenkasi",Agarakattu,Tamil Nadu
"AVS College of Engineering and Technology, Nellore",Chowtapalem,Andhra Pradesh
"Asra College of Engineering and Technology, Sangrur",Rajpura,Punjab
"Aryabhatt College of Engineering and Technology, Baghpat",Doula,Uttar Pradesh
"Aryabhata Institute of Technology and Science, Ranga Reddy",Malikdanguda,Telangana
"ARM College of Engineering and Technology, Chennai",Chennai,Tamil Nadu
"Doaba Institute of Engineering and Technology, Mohali",Ghataur,Punjab
"DJR Institute of Engineering and Technology, Vijayawada",Velpuru,Andhra Pradesh
"Desh Bhagat Foundation Group of Institutions, Moga",Dagru,Punjab
"Ilahia School of Science and Technology, Ernakulam",Ernakulam,Kerala
"North West Institute of Engineering and Technology, Moga",Dhudike,Punjab
"Noble College of Engineering and Technology for Women, Hyderabad",Hyderabad,Telangana
"Nishitha College of Engineering and Technology, Hyderabad",Bairaguda,Telangana
"Netaji Institute of Engineering and Technology, Nalgonda",Toopranpet,Telangana
"Sanghavi College of Engineering, Nashik",Nashik,Maharashtra
"Avvaiyar College of Engineering and Technology For Women, Thiruvandarkoil",Thiruvandarkoil,Puducherry
"Arjun College of Technology, Kinathukadavu",Chettikkapalayam,Tamil Nadu
"The Kavery Institute of Technology, Salem",Salem,Tamil Nadu
"Shree Dev Bhoomi Institute of Education Science and Technology, Dehradun",Majhaun,Uttarakhand
"Institute for Excellence in Higher Education, Bhopal",Bhopal,Madhya Pradesh
"Arumugam Pillai Seethai Ammal College, Madurai",Tirupattur,Tamil Nadu
"Anugrah Narayan College, Patna",Patna,Bihar
"Smt Dharini Anilkumar Shukla Education Campus, Mahemdabad",Mahemdabad,Gujarat
"SD Shanti Niketan Institute of Engineering and Technology, Hisar",Hisar,Haryana
"MM Institute of Computer Technology and Business Management, Mullana",Mullana,Haryana
"Puri Engineering School, Puri",Mohanipur,Odisha
"Guntupalli Venkateswarlu Memorial Polytechnic, Prakasam",Parchoor,Andhra Pradesh
"RVS College of Arts and Science, Karaikal",Kalikuppam,Puducherry
"Abhinav Education Society's College of Engineering and Technology Polytechnic, Satara",Hartali,Maharashtra
"Vidarbha Youth Welfare Society's Polytechnic, Badnera",Mhasala,Maharashtra
"Marathwada Institute of Technology, New Delhi",New Delhi,Delhi
"Sarvoday Polytechnic Institute, Limbdi",Bhalgamda,Gujarat
"Hastinapur Institute of Technology and Management, Mawana",Ganeshpur,Uttar Pradesh
"IVS Polytechnic, Mathura",Akbarpur,Uttar Pradesh
"MDA Institute of Polytechnic, Kolpa",Kolpa,Maharashtra
"Dhalai District Polytechnic, Tripura",Ambassa,Tripura
"Government Polytechnic College, Ferozepur",Ferozepur,Punjab
"Government Polytechnic College, Bhikhiwind",Bhikhiwind,Punjab
"Yamuna Polytechnic For Engineering, Yamuna Nagar",Gadholi,Haryana
"Bhutta Polytechnic College, Ludhiana",Bhutta,Punjab
"Angel Polytechnic College, Virudhunagar",Virudhunagar,Tamil Nadu
"Vigneshwara Polytechnic College, Cuddalore",Allapakkam,Tamil Nadu
"Mahamaya Institute of Medical and Technical Science, Nuapada",Tileijhar,Odisha
"Subramanian Polytechnic College, Pudukkottai",Rayavaram,Tamil Nadu
"College of Architecture and Centre For Design, Nashik",Nashik,Maharashtra
SB College Changanassery - St Berchmans College,Changanassery,Kerala
"Radhikatai Pandav Institute of Architecture, Nagpur",Nagpur,Maharashtra
"Shri Moti Smriti Institute of Technology, Lucknow",Jagga Nagla,Uttar Pradesh
"Uttarakhand Institute of Technical and Professional Education, Ramnagar",Ramnagar,Uttarakhand
"St John's Polytechnic, Hubli",Hubli,Karnataka
"KE Society's Rajarambapu Institute of Technology for Polytechnic, Haveli",Pune,Maharashtra
"Dr AD Shinde Institute of Technology, Kolhapur",Kolhapur,Maharashtra
"Vidya Vikas Pratishthan Polytechnic, Solapur",Dongaon,Maharashtra
"Sri Ragavendra Polytechnic College, Tiruchengode",Komarapalayam,Tamil Nadu
"Dr JJ Magdum Polytechnic, Jaysingpur",Jaysingpur,Maharashtra
"Vashisth Polytechnic College, Sriganganagar",Suratgarh,Rajasthan
"Sri Andal Nachiyar Polytechnic College, Tuticorin",Ettaiyapuram,Tamil Nadu
"Sita Rajaram Polytechnic College, Karur",Karur,Tamil Nadu
"LBS Polytechnic College, Jhunjhunu",Jhunjhunu,Rajasthan
"Bhaktavatsalam Memorial College for Women, Chennai",Chennai,Tamil Nadu
"Government College, Chittur",Chittur,Kerala
"Arch Academy of Design, Jaipur",Jaipur,Rajasthan
"Sri Ganesh College of Arts and Science, Salem",Salem,Tamil Nadu
"SMDRSD College, Pathankot",Pathankot,Punjab
"Chaudhary Mukhtar Singh Government Girls Polytechnic, Meerut",Meerut,Uttar Pradesh
"Farooqia Women's Polytechnic, Mysore",Mysuru,Karnataka
"Sri Nandhanam Polytechnic College, Tirupattur",Tirupattur,Tamil Nadu
"Raasi Polytechnic College, Rasipuram",Rasipuram,Tamil Nadu
"CT Institute of Architecture and Planning, Jalandhar",Jalandhar,Punjab
"Gopalan School of Architecture and Planning, Bangalore",Bangalore,Karnataka
"PM College of Architecture, Sonepat",Sonepat,Haryana
"MAM Polytechnic College, Tiruchirappalli",Siruganur,Tamil Nadu
"Asian Educational Institute, Patiala",Reeth Kheri,Punjab
"Jaya College of Engineering and Technology, Chennai",Chennai,Tamil Nadu
"Nehru College of Architecture, Palakkad",Palakkad,Kerala
"JCD Polytechnic College, Sirsa",Sirsa,Haryana
"Bansur Polytechnic College, Bansur",Bansur,Rajasthan
"CMS Polytechnic College, Eranapuram",Ernapuram,Tamil Nadu
"GH Raisoni Polytechnic, Jalgaon",Jalgaon,Maharashtra
"Shree Vasudevbhai And Kantibhai Patel Institute of Engineering, Mehsana",Kadi,Gujarat
"Centre for Computers and Communication Technology, South Sikkim",Chisopani,Sikkim
"Jindal Institute of Polytechnic, Meerut",Mohiuddinpur,Uttar Pradesh
"Gokul Group of Institutions, Vizianagaram",Vizianagaram,Andhra Pradesh
"Parul Institute of Design, Vadodara",Waghodia,Gujarat
"Vedvyas Polytechnic, Himmatnagar",Himmatnagar,Gujarat
"Veludaiyar Polytechnic College, Tiruvarur",Thiruvarur,Tamil Nadu
"Akal College of Agriculture, Sirmour",Baru Sahib,Himachal Pradesh
"Gyan Vihar School of Applied Sciences and Agriculture, Jaipur",Jaipur,Rajasthan
"HMKS and MGS College of Engineering, Kanagala",Kanagala,Andhra Pradesh
"Centre for Biopolymer Science and Technology, Kochi",Ernakulam,Kerala
"Haralaiah Polytechnic, Bhalki",Bhalki,Karnataka
"Shri Sharadchandra Pawar Polytechnic, Bhilewada",Bhilewada,Maharashtra
"Prabhakar Patil Education Society's Polytechnic, Raigad",Raigad,Maharashtra
"Pratap Polytechnic College, Chirala",Chirala,Andhra Pradesh
"Samrat Ashok Polytechnic, Chalisgaon",Chalisgaon,Maharashtra
"Shanti Polytechnic, Meerut",Kurali,Uttar Pradesh
"Shri Girraj Maharaj Polytechnic College, Mathura",Dhangaon,Uttar Pradesh
"Shri Kalidas Polytechnic College, Badami",Badami,Karnataka
"Suraj Muchhala Polytechnic, Gondal",Chordi,Gujarat
"Government Polytechnic, Bhimtal",Bhimtal,Uttarakhand
"Government Polytechnic, Quansi",Quansi,Uttarakhand
"Aarav Polytechnic College, Jaipur",Chomu,Rajasthan
"MS Polytechnic, Bangalore",Bangalore,Karnataka
"USP Polytechnic College, Kodikurichi",Kodikurichi,Tamil Nadu
"Accurate Institute of Polytechnic, Greater Noida",Greater Noida,Uttar Pradesh
"Government Polytechnic, Munakot",Muna Kote,Uttarakhand
"Baba Kheta Nath Government Polytechnic, Narnaul",Narnaul,Haryana
"Government Polytechnic, Mandkola",Palwal,Haryana
"SD Polytechnic, Muzaffarnagar",Muzaffarnagar,Uttar Pradesh
"Kurunji Venkatramana Gowda Polytechnic, Sullia",Sullia,Karnataka
"Noble Architecture College, Junagadh",Junagadh,Gujarat
"Government Polytechnic, Jamalpur Shekhon",Jamalpur,Haryana
"Government Polytechnic College, Leh",Leh,Jammu and Kashmir
"Government Polytechnic, Buxar",Buxar,Bihar
"Government Polytechnic, Madhubani",Madhubani,Bihar
"Central Institute of Plastics Engineering and Technology, Ranchi",Ranchi,Jharkhand
"Government Polytechnic, Mungeli",Mungeli,Chhattisgarh
"Government Polytechnic, Balod",Balod,Chhattisgarh
"Government Institute of Printing Technology, Secunderabad",Secunderabad,Telangana
"PCPS College of Technology and Management, Mathura",Mathura,Uttar Pradesh
"Government Polytechnic, Madhogarh",Madhogarh,Uttar Pradesh
"Alwardas Polytechnic, Visakhapatnam",Visakhapatnam,Andhra Pradesh
"Radha Vallabh Institute of Technology, Jaunpur",Jaunpur,Uttar Pradesh
"SPKM Indian Institute of Handloom Technology, Venkatagiri",Venkatagiri,Andhra Pradesh
"Government Polytechnic, Chhotaudepur",Fatepura,Gujarat
"Vidyamandir College of Architecture for Women, Surat",Surat,Gujarat
"Women's Polytechnic College, Karaikal",Karaikal,Puducherry
"North Eastern Regional Institute of Water and Land Management, Tezpur",Tezpur,Assam
"Karimganj Polytechnic, Karimganj",Karimganj,Assam
"Government Polytechnic, Yadagirigutta",Yadagirigutta,Telangana
"Government Polytechnic, Nalgonda",Nalgonda,Telangana
"School of Information Technology, Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Bhopal,Madhya Pradesh
"Indo German Tool Room, Indore",Indore,Madhya Pradesh
"Ashok Institute of Engineering and Technology, Ahmednagar",Ahmednagar,Maharashtra
"Gurukrupa Technical School, Cuttack",Cuttack,Odisha
"Government Polytechnic, Medchal",Medchal,Telangana
"MahaKavi Vennikulam Gopalakurup Memorial Government Polytechnic College, Vennikulam",Vennikulam,Kerala
"Rajganj Government Polytechnic, Jalpaiguri",Jalpaiguri,West Bengal
"Government Tool Room and Training Centre, Hospet",Hospet,Karnataka
"TMAES Polytechnic, Bellary",Bellary,Karnataka
"Government Polytechnic, Hosadurga",Hosadurga,Karnataka
"Government Engineering College, Sheohar",Sheohar,Bihar
"Anand School of Architecture, Chennai",Chennai,Tamil Nadu
"Butler Polytechnic, Vadodara",Vadodara,Gujarat
"Acharya Baldev Polytechnic College, Jaunpur",Jaunpur,Uttar Pradesh
"Shivaji Institute of Technology and Management, Allahabad",Allahabad,Uttar Pradesh
"Central Institute of Plastics Engineering and Technology, Dehradun",Dehradun,Uttarakhand
"Government Polytechnic, Bhalswagaj",Haridwar,Uttarakhand
"Gandhi Polytechnic College, Erode",Erode,Tamil Nadu
"Udaya Polytechnic College, Kanyakumari",Kanyakumari,Tamil Nadu
"Sri Krishna Polytechnic College, Arakkonam",Arakkonam,Tamil Nadu
"Shivnagar Vidya Prasarak Mandal's Institute of Technology and Engineering, Malegaon",Malegaon,Maharashtra
"Darjeeling Polytechnic, Darjeeling",Darjeeling,West Bengal
"Haji Md Serafat Mondal Government Polytechnic, Birbhum",Birbhum,West Bengal
"Chatrapati Sahuji Maharaj Government Polytechnic, Balrampur",Balrampur,Uttar Pradesh
"Government Polytechnic, Banda",Banda,Uttar Pradesh
"Government Polytechnic College, Pala",Pala,Kerala
"Government Women Polytechnic College, Kottakkal",Kottakkal,Kerala
"Government Polytechnic, Channapatna",Channapatna,Karnataka
"Flora College of Architecture, Pune",Pune,Maharashtra
"Rajiv Gandhi University of Knowledge Technologies, Srikakulam Campus",Srikakulam,Andhra Pradesh
"Pravara Rural Education Society's College of Agricultural Biotechnology, Loni",Loni,Maharashtra
"Rajiv Gandhi College of Food Technology, Parbhani",Parbhani,Maharashtra
"Rayat Bahra University School of Engineering and Technology, Mohali",Mohali,Punjab
"Pt Chiranji Lal Sharma Government College, Karnal",Karnal,Haryana
"Shri Gulabrao Deokar College of Architecture, Jalgaon",Jalgaon,Maharashtra
"Modern College of Arts Science and Commerce, Shivajinagar, Pune",Shivajinagar,Maharashtra
"JIS Institute of Advanced Studies and Research, Kolkata",Kolkata,West Bengal
"MIT WPU School of Polytechnic, Pune",Pune,Maharashtra
"Adam's Engineering College, Khammam",Palvoncha,Telangana
"ACME College of Engineering, Ghaziabad",Saunda,Uttar Pradesh
"Arkay College of Engineering and Technology, Nizamabad",Nizamabad,Telangana
"Archana Institute of Technology, Krishnagiri",Nehru Puram,Tamil Nadu
"Apex Institute of Technology, Rampur",Jafrabad,Uttar Pradesh
"Chhattisgarh Institute of Management and Technology, Bhilai",Pachpedi,Chhattisgarh
"Grace College of Engineering, Thoothukudi",Thoothukudi,Tamil Nadu
"Bethesda Institute of Technology and Science, Gwalior",Banarpura,Madhya Pradesh
"Baselios Thomas I Catholicose College of Engineering and Technology, Ernakulam",Koothattukulam,Kerala
"Balamani Arunachalam Educational and Charitable Trust's Group of Institution- Faculty of Engineering, Kancheepuram",Maraimalai Nagar,Tamil Nadu
"Balaji Institute of Technology Management and Research, Rajnandgaon",Rajnandgaon,Chhattisgarh
"Buchepalli Venkayamma Subbareddy Engineering College, Prakasam",Prakasam,Andhra Pradesh
"Brahmas Institute of Engineering and Technology, Nellore",Nellore,Andhra Pradesh
"Bharathiyar Institute of Engineering for Women, Salem",Thalaivasal,Tamil Nadu
"Hi-Tech Institute of Technology, Aurangabad",Aurangabad,Maharashtra
